report_type,reported_at,name,gender,age_band,language,last_seen_location,reporting_center,reporter_mobile,physical_description,remarks,status
missing,2027-07-26 20:46,Ankit Desai,Male,61-70,Tamil,Gauri Patangan,Adgaon Kho-Ya-Paya,+91 9907277180,"Old man, bald, wearing vest and dhoti",,Reunited
missing,2027-07-12 21:27,,Female,0-12,Bengali,Madsangvi Transit,Central Control Room,+91 9752109446,"Old man in dhoti kurta, cannot remember name",Bharat Bharati volunteer handled,Reunited
missing,2027-08-14 14:22,Asha Pandey,Female,61-70,Marathi,Sadhugram Gate 2,Nashik Road Center,+91 8243269085,"Old man, bald, wearing vest and dhoti",Announcement made on PA,Reunited
missing,2027-08-04 18:42,Rahul Tiwari,Male,18-40,Maithili,Madsangvi Transit,Bharat Bharati Control Room,+91 8862991099,"Boy about 12, wearing school dress",Cross-center transfer needed,Pending
missing,2027-07-30 11:27,Durga Das,Female,18-40,Awadhi,Bus Stand Nashik,Nashik Road Center,+91 9733351688,Child missing,,Pending
missing,2027-08-14 10:09,Sangeeta Verma,Female,71-80,Telugu,Kushavart Kund,Bharat Bharati Control Room,+91 8547828105,"Old man, bald, wearing vest and dhoti",Family waiting at center,Reunited
missing,2027-07-19 21:19,,Female,41-60,Kannada,Rajur Bahula,Panchavati Center,,"Old man in dhoti kurta, cannot remember name",Family waiting at center,Reunited
missing,2027-08-10 12:31,Sita Tiwari,Female,71-80,Tamil,Gauri Patangan,Panchavati Center,+91 9609721473,"Child girl, pigtails, pink frock, about 6 years",Police assisted,Reunited
missing,2027-08-09 15:32,,Male,71-80,Kannada,Adgaon Parking,Sadhugram Lost Found,+91 6568864451,"Boy about 12, wearing school dress",,Reunited
missing,2027-07-26 15:38,Kavita Menon,Female,61-70,Tamil,Trimbakeshwar Approach,Central Control Room,,"Wearing white saree, grey hair, speaks Hindi",Brought by volunteer,Reunited
missing,2027-08-08 11:34,Ajay Shah,Male,80+,Hindi,Laxmi Narayan Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 6160535640,"Old man in dhoti kurta, cannot remember name",Bharat Bharati volunteer handled,Reunited
missing,2027-07-19 18:47,Usha Reddy,Female,71-80,Kannada,Rajur Bahula,Panchavati Center,+91 6458828163,"Woman in green saree, has tilak on forehead",,Reunited
missing,2027-07-09 07:00,Priya Desai,Female,18-40,Gujarati,Trimbak Road,Ramkund Kho-Ya-Paya Kendra,+91 8784432700,"Young boy in blue uniform, school bag",Announcement made on PA,Reunited
missing,2027-07-13 16:40,Rohit Mehta,Male,61-70,Bhojpuri,Sadhugram Gate 2,Sadhugram Lost Found,,Lost near ghats,,Reunited
missing,2027-07-20 17:27,Asha Agarwal,Female,0-12,Tamil,Kapila Sangam,Adgaon Kho-Ya-Paya,,"Girl child about 5 years, red bindi, crying",,Reunited
missing,2027-07-16 14:45,Rakesh Pillai,Male,41-60,Awadhi,Gauri Patangan,Police Main Control Room,+91 7623815955,Old woman,Cross-center transfer needed,Reunited
missing,2027-07-16 16:05,Pooja Iyer,Female,41-60,Telugu,Nashik Road Station,Adgaon Kho-Ya-Paya,+91 8120407901,"Girl child about 5 years, red bindi, crying",Found near ghat,Reunited
missing,2027-07-12 05:40,Savita Gupta,Female,71-80,Marathi,Sadhugram Gate 2,Trimbakeshwar Kho-Ya-Paya Kendra,,"Old man, hearing aid, wearing full pants shirt",Brought by volunteer,Reunited
missing,2027-07-01 08:41,Amit Agarwal,Male,41-60,Bengali,Trimbak Road,Bharat Bharati Control Room,+91 6850713307,"Boy about 12, wearing school dress",Brought by volunteer,Pending
missing,2027-07-16 21:00,,Male,80+,Awadhi,Panchavati Circle,Trimbakeshwar Kho-Ya-Paya Kendra,+91 6769203764,"Old man confused, keeps asking for Ramkund",,Reunited
missing,2027-07-14 10:56,,Female,61-70,Hindi,Kapila Sangam,Rajur Bahula Center,+91 7668151327,Lost near ghats,GGTalk app used,Reunited
missing,2027-08-13 05:23,Suresh Iyer,Male,13-17,Maithili,Rajur Bahula,Bharat Bharati Control Room,+91 6403775796,"Girl child about 5 years, red bindi, crying",,Reunited
missing,2027-08-02 12:20,Meena Sharma,Female,41-60,Kannada,Nandur Ghat,Central Control Room,,"Child in red shirt, about 8-10 years, crying",Announcement made on PA,Pending
missing,2027-07-02 10:19,Mohan Sinha,Male,0-12,Marathi,Kushavart Kund,Adgaon Kho-Ya-Paya,,"Child girl, pigtails, pink frock, about 6 years",Found near ghat,Reunited
missing,2027-08-12 21:07,Priya Desai,Female,0-12,Marathi,Trimbak Road,Central Control Room,+91 7682406935,"Woman in green saree, has tilak on forehead",Found near ghat,Unresolved
missing,2027-08-08 16:14,,Male,71-80,Gujarati,Takli Sangam,Rajur Bahula Center,,"Man in yellow kurta, has tilak, speaks Bhojpuri",Brought by volunteer,Reunited
missing,2027-07-25 11:45,Deepak Dubey,Male,71-80,Bengali,Main Police Chowki,Police Main Control Room,+91 8132226056,"Old man confused, keeps asking for Ramkund",Announcement made on PA,Reunited
missing,2027-07-13 12:17,Vimla Mishra,Female,80+,Gujarati,Kushavart Kund,Bharat Bharati Control Room,+91 9555402663,"Woman speaking Tamil, wearing silk saree",Police assisted,Reunited
missing,2027-07-06 14:11,Prakash Dubey,Male,61-70,Maithili,Takli Sangam,Adgaon Kho-Ya-Paya,+91 8278993372,"Man in saffron kurta, has rudraksha mala",,Reunited
missing,2027-08-11 07:51,Lalita Pandey,Female,0-12,Kannada,Nashik Road Station,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8495763975,"Woman speaking Tamil, wearing silk saree",Cross-center transfer needed,Pending
missing,2027-08-10 18:00,Durga Krishnan,Female,80+,Awadhi,Gauri Patangan,Adgaon Kho-Ya-Paya,+91 6388461944,Child missing,Family waiting at center,Reunited
missing,2027-07-13 07:26,,Male,13-17,Hindi,Kushavart Kund,Central Control Room,,"Woman speaking Tamil, wearing silk saree",Family waiting at center,Reunited
missing,2027-07-04 07:18,Kamla Reddy,Female,61-70,Gujarati,Trimbakeshwar Approach,Sadhugram Lost Found,,"Woman speaking Tamil, wearing silk saree",Announcement made on PA,Reunited
missing,2027-07-29 18:01,,Male,41-60,Marathi,Bus Stand Nashik,Sadhugram Lost Found,+91 7518708510,Child missing,Cross-center transfer needed,Reunited
missing,2027-07-02 20:20,,Female,61-70,Hindi,Trimbakeshwar Approach,Ramkund Kho-Ya-Paya Kendra,+91 9521761287,"Child in red shirt, about 8-10 years, crying",Cross-center transfer needed,Reunited
missing,2027-07-29 18:58,Pooja Pillai,Female,71-80,Bhojpuri,Laxmi Narayan Ghat,Panchavati Center,,"Boy about 12, wearing school dress",Police assisted,Reunited
missing,2027-08-09 06:09,Manju Patel,Female,61-70,Maithili,Kushavart Kund,Trimbakeshwar Kho-Ya-Paya Kendra,+91 7944538917,Lost near ghats,GGTalk app used,Reunited
missing,2027-07-09 18:47,Asha Patil,Female,18-40,Hindi,Adgaon Parking,Central Control Room,,"Woman speaking Tamil, wearing silk saree",Brought by volunteer,Reunited
missing,2027-08-13 12:03,Laxmi Gupta,Female,71-80,Tamil,Nashik Road Station,Panchavati Center,+91 7989350324,"Old man confused, keeps asking for Ramkund",Cross-center transfer needed,Reunited
missing,2027-07-20 16:22,Prakash Menon,Male,41-60,Hindi,Takli Sangam,Panchavati Center,+91 9505310858,"Girl child about 5 years, red bindi, crying",Family waiting at center,Reunited
missing,2027-07-25 05:24,Kavita Mishra,Female,61-70,Marathi,Dasak Ghat,Sadhugram Lost Found,+91 9124522138,Old woman,Found near ghat,Reunited
missing,2027-07-24 10:34,Manju Patel,Female,61-70,Maithili,Madsangvi Transit,Police Main Control Room,+91 8644652609,Man from UP,Family waiting at center,Reunited
missing,2027-08-04 16:21,Shyam Gupta,Male,18-40,Marathi,Madsangvi Transit,Rajur Bahula Center,+91 9632055197,"Wearing white saree, grey hair, speaks Hindi",Cross-center transfer needed,Reunited
missing,2027-08-14 18:02,,Female,61-70,Marathi,Dindori Road Crossing,Bharat Bharati Control Room,+91 7389748923,"Elderly woman, cannot speak properly, Gujarati",Family waiting at center,Reunited
missing,2027-07-24 19:07,Rahul Shah,Male,13-17,Bengali,Nandur Ghat,Panchavati Center,,"Elderly woman, cannot speak properly, Gujarati",Family waiting at center,Reunited
missing,2027-07-26 19:54,Shyam Das,Male,0-12,Bengali,Takli Sangam,Police Main Control Room,+91 9172344415,Man from UP,Family waiting at center,Reunited
missing,2027-07-08 09:30,Kamla Nair,Female,61-70,Hindi,Takli Sangam,Adgaon Kho-Ya-Paya,,"Old man, hearing aid, wearing full pants shirt",Family waiting at center,Reunited
missing,2027-07-03 11:54,Seema Patel,Female,61-70,Hindi,Adgaon Parking,Rajur Bahula Center,+91 6999898650,"Old woman, white clothes, lost memory",,Reunited
missing,2027-08-12 07:35,Nisha Sinha,Female,71-80,Marathi,Nandur Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 9248971353,,GGTalk app used,Reunited
missing,2027-07-12 20:23,,Female,18-40,Bhojpuri,Rajur Bahula,Panchavati Center,,,Found near ghat,Reunited
missing,2027-07-23 10:51,Gaurav Pillai,Male,18-40,Maithili,Main Police Chowki,Police Main Control Room,+91 6637404939,"Man in saffron kurta, has rudraksha mala",,Reunited
missing,2027-08-06 14:35,Pushpa Pillai,Female,71-80,Tamil,Madsangvi Transit,Nashik Road Center,+91 6240703390,Man from UP,Police assisted,Reunited
missing,2027-07-01 08:37,Mohan Nair,Male,80+,Kannada,Takli Sangam,Bharat Bharati Control Room,+91 9966581090,"Elderly man with walking stick, hard of hearing",Police assisted,Reunited
missing,2027-07-29 12:18,Asha Sinha,Female,80+,Bengali,Madsangvi Transit,Police Main Control Room,+91 7794569291,"Man in saffron kurta, has rudraksha mala",,Reunited
missing,2027-07-16 06:48,Vijay Sharma,Male,71-80,Bengali,Laxmi Narayan Ghat,Police Main Control Room,+91 9901294642,"Man in yellow kurta, has tilak, speaks Bhojpuri",Brought by volunteer,Reunited
missing,2027-08-07 21:20,Ankit Dubey,Male,61-70,Bhojpuri,Madsangvi Transit,Adgaon Kho-Ya-Paya,,"Boy about 12, wearing school dress",Bharat Bharati volunteer handled,Reunited
missing,2027-07-25 05:36,Dinesh Das,Male,61-70,Awadhi,Takli Sangam,Ramkund Kho-Ya-Paya Kendra,+91 6192971592,Lost near ghats,Announcement made on PA,Reunited
missing,2027-08-11 11:36,Rekha Roy,Female,0-12,Bhojpuri,Main Police Chowki,Rajur Bahula Center,+91 8117926251,"Woman with three children, lost husband",Cross-center transfer needed,Reunited
missing,2027-07-31 21:26,,Male,41-60,Kannada,Kushavart Kund,Panchavati Center,+91 6183407227,"Boy about 12, wearing school dress",,Reunited
missing,2027-07-11 17:18,Anil Shah,Male,61-70,Tamil,Trimbak Road,Adgaon Kho-Ya-Paya,+91 9811236098,"Old woman in white saree, widow marks",Police assisted,Reunited
missing,2027-07-30 18:18,Rekha Desai,Female,71-80,Telugu,Gauri Patangan,Rajur Bahula Center,+91 6443347181,"Old man in dhoti kurta, cannot remember name",GGTalk app used,Reunited
missing,2027-07-18 15:28,Ravi Tiwari,Male,71-80,Telugu,Kushavart Kund,Panchavati Center,+91 8248613067,"Child in red shirt, about 8-10 years, crying",Announcement made on PA,Pending
missing,2027-08-10 20:01,Asha Nair,Female,80+,Tamil,Rajur Bahula,Police Main Control Room,+91 7331498678,"Woman in burqa, has small child with her",,Reunited
missing,2027-07-18 07:53,Sohan Rao,Male,71-80,Telugu,Panchavati Circle,Nashik Road Center,+91 8495198183,"Young boy in blue uniform, school bag",Brought by volunteer,Reunited
missing,2027-07-13 09:49,Vinod Krishnan,Male,61-70,Bengali,Laxmi Narayan Ghat,Central Control Room,,"Man in yellow kurta, has tilak, speaks Bhojpuri",Police assisted,Reunited
missing,2027-07-03 08:30,Rahul Rao,Male,18-40,Maithili,Adgaon Parking,Adgaon Kho-Ya-Paya,+91 8516015801,"Elderly man with walking stick, hard of hearing",Bharat Bharati volunteer handled,Reunited
missing,2027-07-05 14:48,Ashok Shukla,Male,71-80,Telugu,Ramkund Ghat,Police Main Control Room,+91 8428594048,,Bharat Bharati volunteer handled,Reunited
missing,2027-08-02 08:58,Saroj Sharma,Female,61-70,Tamil,Kapila Sangam,Ramkund Kho-Ya-Paya Kendra,+91 8313944803,"Old man confused, keeps asking for Ramkund",Announcement made on PA,Reunited
missing,2027-08-03 16:01,,Female,0-12,Hindi,Adgaon Parking,Trimbakeshwar Kho-Ya-Paya Kendra,+91 7762010082,Lost near ghats,,Unresolved
missing,2027-08-11 10:03,Seema Pillai,Female,18-40,Telugu,Nashik Road Station,Nashik Road Center,+91 6482829667,Lost near ghats,GGTalk app used,Reunited
missing,2027-07-15 21:18,Deepak Pillai,Male,41-60,Bhojpuri,Takli Sangam,Central Control Room,+91 7702534320,Man from UP,Family waiting at center,Reunited
missing,2027-07-07 15:37,,Male,80+,Maithili,Ramkund Ghat,Panchavati Center,+91 9809518843,"Woman in green saree, has tilak on forehead",,Reunited
missing,2027-07-14 20:18,Anjali Patil,Female,80+,Bengali,Madsangvi Transit,Nashik Road Center,+91 9909936420,"Old man, bald, wearing vest and dhoti",Bharat Bharati volunteer handled,Reunited
missing,2027-07-26 20:28,Durga Nair,Female,0-12,Bengali,Laxmi Narayan Ghat,Ramkund Kho-Ya-Paya Kendra,+91 8225592042,Old woman,,Reunited
missing,2027-08-14 17:02,,Male,80+,Bhojpuri,Nashik Road Station,Police Main Control Room,+91 7895102806,"Woman in burqa, has small child with her",Brought by volunteer,Reunited
missing,2027-08-06 20:28,Sunita Nair,Female,61-70,Marathi,Dindori Road Crossing,Nashik Road Center,+91 9461198167,"Old man, bald, wearing vest and dhoti",Cross-center transfer needed,Reunited
missing,2027-07-30 07:43,Manju Patel,Female,71-80,Marathi,Gauri Patangan,Nashik Road Center,+91 9810554602,"Old man, hearing aid, wearing full pants shirt",Bharat Bharati volunteer handled,Reunited
missing,2027-08-06 07:39,Sita Sinha,Female,61-70,Maithili,Kapila Sangam,Central Control Room,+91 7377298808,,GGTalk app used,Reunited
missing,2027-07-04 13:02,Vijay Krishnan,Male,61-70,Hindi,Dasak Ghat,Panchavati Center,+91 6105130278,"Elderly woman, cannot speak properly, Gujarati",,Reunited
missing,2027-07-08 20:44,Manoj Joshi,Male,41-60,Telugu,Rajur Bahula,Adgaon Kho-Ya-Paya,+91 7502474902,"Elderly woman, cannot speak properly, Gujarati",Police assisted,Unresolved
missing,2027-07-02 13:03,Hari Joshi,Male,0-12,Hindi,Adgaon Parking,Panchavati Center,+91 7852306499,"Old man, bald, wearing vest and dhoti",Bharat Bharati volunteer handled,Reunited
missing,2027-07-27 19:25,Manoj Patel,Unknown,61-70,Hindi,Sadhugram Gate 2,Ramkund Kho-Ya-Paya Kendra,+91 6622998960,"Boy about 12, wearing school dress",,Reunited
missing,2027-07-05 12:16,Asha Patil,Female,41-60,Bhojpuri,Ramkund Ghat,Nashik Road Center,+91 7521842038,"Old woman in white saree, widow marks",Cross-center transfer needed,Reunited
missing,2027-07-05 12:33,Santosh Shah,Male,80+,Bhojpuri,Kushavart Kund,Panchavati Center,+91 8694875011,"Boy about 12, wearing school dress",Announcement made on PA,Reunited
missing,2027-07-18 14:05,Savita Pandey,Female,18-40,Awadhi,Sadhugram Gate 2,Trimbakeshwar Kho-Ya-Paya Kendra,+91 9956677870,"Child girl, pigtails, pink frock, about 6 years",Family waiting at center,Reunited
missing,2027-07-22 11:04,Priya Patil,Female,0-12,Tamil,Adgaon Parking,Rajur Bahula Center,+91 8731318959,"Old woman, white clothes, lost memory",GGTalk app used,Reunited
missing,2027-07-07 13:33,Meena Kumar,Female,18-40,Kannada,Sadhugram Gate 1,Ramkund Kho-Ya-Paya Kendra,+91 6102588890,"Old man, hearing aid, wearing full pants shirt",GGTalk app used,Reunited
missing,2027-07-08 13:01,Mukesh Menon,Male,71-80,Hindi,Rajur Bahula,Trimbakeshwar Kho-Ya-Paya Kendra,+91 6686806385,"Old man confused, keeps asking for Ramkund",,Reunited
missing,2027-07-08 09:45,Rahul Mishra,Male,80+,Bhojpuri,Laxmi Narayan Ghat,Nashik Road Center,,"Man in yellow kurta, has tilak, speaks Bhojpuri",Found near ghat,Reunited
missing,2027-07-02 14:36,Asha Pandey,Female,71-80,Tamil,Main Police Chowki,Panchavati Center,,"Old man in dhoti kurta, cannot remember name",Bharat Bharati volunteer handled,Reunited
missing,2027-07-11 21:47,,Female,18-40,Bhojpuri,Ramkund Ghat,Panchavati Center,+91 8974823902,"Man in yellow kurta, has tilak, speaks Bhojpuri",GGTalk app used,Reunited
missing,2027-07-27 12:05,Manoj Iyer,Male,18-40,Bhojpuri,Adgaon Parking,Rajur Bahula Center,+91 7357690178,"Child girl, pigtails, pink frock, about 6 years",Brought by volunteer,Pending
missing,2027-07-24 12:39,,Male,41-60,Bhojpuri,Trimbakeshwar Approach,Central Control Room,+91 7934238352,Child missing,GGTalk app used,Reunited
missing,2027-07-26 20:45,Gaurav Verma,Male,61-70,Telugu,Bus Stand Nashik,Nashik Road Center,+91 9698942966,Man from UP,Found near ghat,Reunited
missing,2027-07-15 17:12,Anjali Shah,Female,18-40,Bengali,Nashik Road Station,Trimbakeshwar Kho-Ya-Paya Kendra,+91 9137414954,"Old man, hearing aid, wearing full pants shirt",GGTalk app used,Reunited
missing,2027-07-27 07:54,Sita Shah,Female,18-40,Tamil,Gauri Patangan,Rajur Bahula Center,+91 8433382419,"Old man, hearing aid, wearing full pants shirt",GGTalk app used,Reunited
missing,2027-08-01 20:36,Sita Tiwari,Female,41-60,Bhojpuri,Gauri Patangan,Ramkund Kho-Ya-Paya Kendra,+91 9329527540,"Old man, bald, wearing vest and dhoti",Police assisted,Reunited
missing,2027-07-17 06:36,Laxmi Verma,Female,41-60,Hindi,Kapila Sangam,Rajur Bahula Center,+91 8215620658,"Woman in green saree, has tilak on forehead",Cross-center transfer needed,Reunited
missing,2027-08-11 11:55,,Male,18-40,Bhojpuri,Madsangvi Transit,Trimbakeshwar Kho-Ya-Paya Kendra,+91 6293317975,Man from UP,Cross-center transfer needed,Reunited
missing,2027-08-12 06:30,,Male,71-80,Bengali,Madsangvi Transit,Adgaon Kho-Ya-Paya,+91 9191632118,"Old man, bald, wearing vest and dhoti",Announcement made on PA,Reunited
missing,2027-07-26 20:13,Asha Das,Female,80+,Maithili,Nandur Ghat,Central Control Room,,"Old woman in white saree, widow marks",,Reunited
missing,2027-07-15 06:37,Meena Singh,Female,41-60,Awadhi,Nandur Ghat,Bharat Bharati Control Room,+91 8374519875,,Brought by volunteer,Reunited
missing,2027-07-31 12:38,Ram Krishnan,Male,13-17,Kannada,Gauri Patangan,Panchavati Center,+91 7838548126,"Young boy in blue uniform, school bag",Family waiting at center,Pending
missing,2027-07-09 17:32,,Male,61-70,Tamil,Trimbak Road,Trimbakeshwar Kho-Ya-Paya Kendra,+91 6327788735,"Old woman in white saree, widow marks",GGTalk app used,Reunited
missing,2027-08-14 15:35,Manju Pandey,Female,61-70,Bhojpuri,Bus Stand Nashik,Central Control Room,+91 8239206414,"Elderly woman, cannot speak properly, Gujarati",GGTalk app used,Reunited
missing,2027-07-01 08:35,,Male,61-70,Maithili,Laxmi Narayan Ghat,Central Control Room,,"Man in yellow kurta, has tilak, speaks Bhojpuri",Found near ghat,Reunited
missing,2027-08-10 14:24,Mahesh Nair,Male,61-70,Bhojpuri,Nandur Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 9943752721,"Man in saffron kurta, has rudraksha mala",Family waiting at center,Reunited
missing,2027-07-01 13:30,,Male,80+,Awadhi,Sadhugram Gate 2,Adgaon Kho-Ya-Paya,+91 8780102797,"Wearing white saree, grey hair, speaks Hindi",,Reunited
missing,2027-07-08 12:07,Usha Shah,Female,41-60,Tamil,Main Police Chowki,Police Main Control Room,+91 8586065002,"Woman speaking Tamil, wearing silk saree",Bharat Bharati volunteer handled,Reunited
missing,2027-07-12 10:52,Kavita Menon,Female,61-70,Hindi,Main Police Chowki,Central Control Room,+91 9456600530,,,Pending
missing,2027-07-16 11:23,Dinesh Joshi,Male,41-60,Kannada,Rajur Bahula,Panchavati Center,+91 9461029295,"Girl child about 5 years, red bindi, crying",GGTalk app used,Reunited
missing,2027-08-09 20:32,,Male,80+,Hindi,Nandur Ghat,Panchavati Center,+91 7569595332,"Wearing white saree, grey hair, speaks Hindi",Cross-center transfer needed,Reunited
missing,2027-08-01 08:04,Bharat Mishra,Male,0-12,Bhojpuri,Dasak Ghat,Rajur Bahula Center,+91 8556721501,"Child girl, pigtails, pink frock, about 6 years",Announcement made on PA,Reunited
missing,2027-07-30 05:22,Ashok Dubey,Male,61-70,Bengali,Trimbakeshwar Approach,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8135687764,"Old man in dhoti kurta, cannot remember name",,Reunited
missing,2027-07-03 21:23,,Male,41-60,Bengali,Nashik Road Station,Trimbakeshwar Kho-Ya-Paya Kendra,,"Old man in dhoti kurta, cannot remember name",Bharat Bharati volunteer handled,Reunited
missing,2027-08-10 19:30,Sohan Desai,Male,71-80,Tamil,Sadhugram Gate 2,Panchavati Center,+91 8899991421,"Wearing white saree, grey hair, speaks Hindi",GGTalk app used,Reunited
missing,2027-07-16 08:25,Rajesh Sharma,Male,13-17,Marathi,Kapila Sangam,Central Control Room,+91 8722613048,"Man in yellow kurta, has tilak, speaks Bhojpuri",Police assisted,Reunited
missing,2027-08-08 12:21,,Male,71-80,Maithili,Gauri Patangan,Panchavati Center,+91 9433041451,Child missing,Brought by volunteer,Transferred to hospital
missing,2027-08-14 12:42,Durga Patel,Female,61-70,Hindi,Main Police Chowki,Central Control Room,+91 9530975920,Man from UP,GGTalk app used,Reunited
missing,2027-07-02 12:54,Ankit Sharma,Male,61-70,Awadhi,Panchavati Circle,Sadhugram Lost Found,+91 6339313733,"Old man, bald, wearing vest and dhoti",,Reunited
missing,2027-08-05 06:40,Saroj Nair,Female,61-70,Kannada,Trimbak Road,Police Main Control Room,+91 8139862434,"Girl child about 5 years, red bindi, crying",,Reunited
missing,2027-08-07 08:53,Bharat Rao,Male,71-80,Hindi,Dindori Road Crossing,Rajur Bahula Center,+91 9893001731,"Woman with three children, lost husband",,Reunited
missing,2027-07-23 15:24,Santosh Shukla,Male,18-40,Gujarati,Trimbakeshwar Approach,Police Main Control Room,,"Old woman, white clothes, lost memory",,Reunited
missing,2027-07-01 19:10,Mukesh Shah,Male,61-70,Bengali,Bus Stand Nashik,Bharat Bharati Control Room,+91 7848530945,"Elderly man with walking stick, hard of hearing",,Reunited
missing,2027-07-26 14:37,Vijay Dubey,Male,71-80,Tamil,Sadhugram Gate 2,Nashik Road Center,+91 8918530890,"Old man confused, keeps asking for Ramkund",Bharat Bharati volunteer handled,Reunited
missing,2027-07-20 06:58,Ravi Patil,Male,71-80,Maithili,Rajur Bahula,Police Main Control Room,+91 8361269012,Lost near ghats,Cross-center transfer needed,Reunited
missing,2027-08-01 12:16,,Female,41-60,Marathi,Trimbakeshwar Approach,Panchavati Center,+91 6485988146,"Old man, hearing aid, wearing full pants shirt",GGTalk app used,Reunited
missing,2027-07-27 09:04,Saroj Shukla,Female,13-17,Hindi,Kushavart Kund,Police Main Control Room,,"Old man confused, keeps asking for Ramkund",Family waiting at center,Reunited
missing,2027-08-13 19:05,,Female,80+,Hindi,Madsangvi Transit,Trimbakeshwar Kho-Ya-Paya Kendra,,"Old man, hearing aid, wearing full pants shirt",,Reunited
missing,2027-08-07 19:42,Kamla Shah,Female,0-12,Hindi,Adgaon Parking,Panchavati Center,+91 6454522255,"Woman speaking Tamil, wearing silk saree",Brought by volunteer,Reunited
missing,2027-07-23 16:40,Sangeeta Patel,Female,41-60,Telugu,Laxmi Narayan Ghat,Central Control Room,+91 7613292490,"Woman speaking Tamil, wearing silk saree",,Reunited
missing,2027-07-21 10:00,,Male,41-60,Bengali,Gauri Patangan,Ramkund Kho-Ya-Paya Kendra,+91 7324198509,"Young boy in blue uniform, school bag",Bharat Bharati volunteer handled,Reunited
missing,2027-08-12 16:01,Sangeeta Mishra,Female,80+,Hindi,Panchavati Circle,Bharat Bharati Control Room,+91 6748242984,"Girl child about 5 years, red bindi, crying",Bharat Bharati volunteer handled,Reunited
missing,2027-07-28 05:10,Anjali Menon,Female,61-70,Bhojpuri,Takli Sangam,Nashik Road Center,+91 8897243592,"Young boy in blue uniform, school bag",,Reunited
missing,2027-07-31 08:20,Vimla Das,Female,71-80,Tamil,Sadhugram Gate 1,Bharat Bharati Control Room,+91 7205907182,"Child in red shirt, about 8-10 years, crying",GGTalk app used,Reunited
missing,2027-07-08 07:59,Mamta Pandey,Female,71-80,Kannada,Bus Stand Nashik,Adgaon Kho-Ya-Paya,,"Child in red shirt, about 8-10 years, crying",,Reunited
missing,2027-07-29 09:54,Manju Dubey,Female,18-40,Bengali,Takli Sangam,Bharat Bharati Control Room,,"Woman in green saree, has tilak on forehead",,Pending
missing,2027-07-04 12:33,,Male,0-12,Telugu,Main Police Chowki,Panchavati Center,+91 8529852541,"Woman in green saree, has tilak on forehead",Bharat Bharati volunteer handled,Reunited
missing,2027-07-28 12:40,Radha Mehta,Female,80+,Maithili,Sadhugram Gate 1,Central Control Room,+91 8788018729,"Old woman in white saree, widow marks",GGTalk app used,Reunited
missing,2027-07-28 20:02,Anil Tiwari,Male,71-80,Telugu,Sadhugram Gate 1,Adgaon Kho-Ya-Paya,+91 9366942303,"Man in yellow kurta, has tilak, speaks Bhojpuri",,Reunited
missing,2027-08-08 09:24,Vijay Pandey,Male,0-12,Bengali,Kapila Sangam,Police Main Control Room,+91 9712588308,"Old man in dhoti kurta, cannot remember name",Family waiting at center,Transferred to hospital
missing,2027-07-22 09:56,Sunil Menon,Male,71-80,Gujarati,Panchavati Circle,Ramkund Kho-Ya-Paya Kendra,+91 9725527572,Man from UP,Bharat Bharati volunteer handled,Reunited
missing,2027-07-07 14:46,Mohan Dubey,Male,41-60,Tamil,Sadhugram Gate 2,Central Control Room,,"Girl child about 5 years, red bindi, crying",Announcement made on PA,Reunited
missing,2027-07-14 19:37,Kanta Rao,Female,61-70,Bhojpuri,Laxmi Narayan Ghat,Rajur Bahula Center,+91 7624591017,"Elderly man with walking stick, hard of hearing",Cross-center transfer needed,Reunited
missing,2027-07-14 09:52,Gaurav Yadav,Male,61-70,Gujarati,Sadhugram Gate 2,Ramkund Kho-Ya-Paya Kendra,+91 6283105861,"Man in saffron kurta, has rudraksha mala",Brought by volunteer,Pending
missing,2027-08-11 06:33,Lalita Tiwari,Female,18-40,Bhojpuri,Ramkund Ghat,Nashik Road Center,,"Girl child about 5 years, red bindi, crying",,Reunited
missing,2027-07-01 05:20,Shyam Nair,Male,18-40,Maithili,Dindori Road Crossing,Panchavati Center,+91 9624284150,"Child girl, pigtails, pink frock, about 6 years",GGTalk app used,Reunited
missing,2027-07-16 11:47,Deepak Pandey,Male,0-12,Hindi,Kushavart Kund,Rajur Bahula Center,+91 6444807800,Man from UP,,Reunited
missing,2027-07-01 11:31,Rajesh Krishnan,Male,61-70,Bengali,Trimbak Road,Trimbakeshwar Kho-Ya-Paya Kendra,+91 6600913823,"Wearing white saree, grey hair, speaks Hindi",,Reunited
missing,2027-07-15 17:51,,Female,61-70,Marathi,Dasak Ghat,Nashik Road Center,+91 6460013420,,,Reunited
missing,2027-07-21 13:03,Mamta Patil,Unknown,71-80,Telugu,Laxmi Narayan Ghat,Bharat Bharati Control Room,+91 7136095196,"Woman in burqa, has small child with her",Family waiting at center,Reunited
missing,2027-07-04 05:02,Rakesh Gupta,Male,71-80,Tamil,Takli Sangam,Central Control Room,+91 8105967199,"Wearing white saree, grey hair, speaks Hindi",Family waiting at center,Reunited
